date,name,info,results
16/Sep/2021,Technique,"What style of climbs to you naturally gravitate to? What is your ideal project (hold type, move type, length, etc)? Why do you think that is?",
15/Sep/2021,Weighted Squat Jumps,With light dumbbells in each hand:Jump as high as you can10 repssuperset with strict press5 sets,
15/Sep/2021,Strict Press,WIth same dumbbells you used for squat jumps:10 repssuperset with squat jumps5 sets,
15/Sep/2021,Band Pull Aparts,10 repssuperset with standing abduction5 sets,
15/Sep/2021,Banded Standing Abduction,8 reps per sidesuperset with band pull aparts5 sets,
15/Sep/2021,Burpee Box Jump,10 repssuperset with touch and go box jumps5 sets,
15/Sep/2021,Touch and Go Box Jump,10 repssuperset with burpee box jump5 sets,
15/Sep/2021,Stretch and Foam Roll,,
14/Sep/2021,Repeaters (weight added),20mm edgesRPE 85 seconds on10 seconds off10 reps,55
14/Sep/2021,Dumbbell Wrist Curl,RPE 830 seconds without stoppingSwitch hands and repeat,55
14/Sep/2021,Rice Bucket Finger Extension,Rice Bucket or similar tool30 seconds without stoppingSwitch hands and repeatReturn to Repeaters. 3 rounds total of each exercise.,
14/Sep/2021,Movement Work,"AccruacyChoose a boulder that is easy for you (2-3 grades below flash limit).-As you climb, stay focused on where your eyes are at. Are they on the target zone the whole way through the movement? Or do they move on early in anticipation for the next move?-Don't allow yourself to readjust after grabbing each hold and placing your foot. ""Glue"" hands and feet.-Repeat this exercise on various problems for 20 minutes.",
13/Sep/2021,1X4,"Choose a challenging boulder. Should be one that you have sent, but took multiple attempts.-Try to repeat the boulder. Once you send or fall, start the rest timer.-Rest 2 minutes-4 attempts",
13/Sep/2021,Stamina,"Select your flash ""grade range"" (flash limit + 1 grade above and 1 grade below)-Try to repeat every boulder in the gym in that grade range. 1 try per boulder (if you fall, move on to the next)-1 minute rest between each boulder",
13/Sep/2021,Max Wide Pinch OTG,Wide PinchRPE 85 reps/handRest 1 minuteX5,
13/Sep/2021,20mm crimp OTG,20mm Crimp on the Tension Block (or similar grip implement)RPE 85 reps/handRest 1 minuteX5,
12/Sep/2021,Free Exercise or Rest,,Did Thursday and Fridays workouts 
11/Sep/2021,Free Exercise or Rest,,Finished Wednesday's workout.
10/Sep/2021,FRAN,"As quickly as possible, complete:21 thrusters (just the barbell or two 20lb dumbbells)21 pull-ups15 thrusters15 pull-ups9 thrusters9 pull-ups",6.5 minutes
10/Sep/2021,For Time:,25 Toes to Bar25 V-Ups25 hanging leg lifts,
10/Sep/2021,AMRAP,As many reps as possible in 3 minutes:10 wide push-ups10 narrow push-ups,Wide: 52Narrow: 504 sets of 10 -> 2 sets of 5 -> failure
10/Sep/2021,Rack Cleans,-10 reps (empty bar or 20lb dumbbells)-rest 2 minutes3 sets,
9/Sep/2021,On the Wall Campus Projects,Make up 3 climbs that have:-8 hand moves or less-you can do each move-you can't send the whole boulder in 1 session,
9/Sep/2021,Campus Boulder,"Choose an easy set boulder in an overhang. Campus the problem. After each move, do 1 pull-up.-Rest to full recovery (3-4 minutes)-3 sets",
9/Sep/2021,Campus Movement,"Static or dynamic?Choose an easy campus climb-Campus it slowly, utilizing lock-off and accuracy.-Rest-Campus it quickly, utilizing momentum and coordination-Which way was easier? Are there certain moves that are easier static than dynamic? Vice versa? Why do you think that is?-Repeat this exercise on 3 different boulders.",
8/Sep/2021,Pistol Squat,5 reps/sideSuperset with band pull-apartsAdd a bosu ball for extra challenge!5 sets,
8/Sep/2021,Band Pull Aparts,10 reps (nice and easy)Superset with pistol squat5 sets,
8/Sep/2021,Lateral Lunge to Balance,10 reps per side (add some weight if needed)Superset with single leg deadlift5 sets,+18
8/Sep/2021,Single Leg Deadlift,10 reps per side (add some weight if needed)Superset with Lateral Lunge5 sets,+18
8/Sep/2021,Side Plank Abduction,10 reps per sideSuperset with hollow body rock5 sets,
8/Sep/2021,Hollow Body Rock,30 seconds (hold some weight if needed)Superset with side plank abduction5 sets,
8/Sep/2021,Stretch + foam roll,,
7/Sep/2021,Repeaters (weight added),20mm edgesRPE 85 seconds on10 seconds off10 reps,55
7/Sep/2021,Dumbbell Wrist Curl,RPE 830 seconds without stoppingSwitch hands and repeat,50
7/Sep/2021,Rice Bucket Finger Extension,Rice Bucket or similar tool30 seconds without stoppingSwitch hands and repeatReturn to Repeaters. 3 rounds total of each exercise.,~24 reps
7/Sep/2021,Movement Work,PacingChoose a climb that is pretty easy for you (2-3 grades below flash level)-Climb it as quickly as possible-Climb it as slowly as possible-Climb it as you normally wouldWhen is it easier to climb fast? Slow? Normal? Why do you think that is?,
6/Sep/2021,Up-Down-Ups,-Select a flash level boulder-Climb up the boulder-Climb back down to the start holds using any holds. Do not stop to rest!-Repeat the same boulder.-Rest 2 minutes-Repeat with a new boulder-4 sets total,Fell on 2nd rep of sets 2 and 3
6/Sep/2021,Weighted Strict Pronated Pull-Up,-Jug rung-Weight added to RPE 8-3 reps-rest 1 minute-5 sets,90
6/Sep/2021,90 Second Non-Stop,"-Start timer-make up a climb as you go. This requires good hold and move selection on your part. You want to get through the whole 90 seconds, but barely.-Rest 2 minutes-4 total sets",
6/Sep/2021,1APU Work,-Weight off-RPE 8-1 one arm pull-ups in a row per hand-Rest 1 minute-3 sets total,+5 (9 on both this time)
6/Sep/2021,2X2,"-Select a flash level climb-Climb it 2X in a row, spending as little time on the ground as possible (just a quick chalk-up is all you get)-Rest 2 minutes-Repeat for 2 sets total.",Kilterboard@40°:1. Cha-Cha Slide V8 (did in 2 pieces on rep 2)2. Stab V8 (fell halfway x3)
6/Sep/2021,Max Pull-Ups (30 seconds),How many pull-ups can you do in 30 seconds?,21
5/Sep/2021,Free Exercise or Rest,,Drove back from Telluride and sat in a hot spring!
4/Sep/2021,Free Exercise or Rest,,Biked ~11 miles to different wineries in Palisade 👌
3/Sep/2021,AMRAP,As many reps as possible in 5 minutes of:-30 seconds pull-ups-30 seconds push-up burpeesScore is the number of completed pull-ups + number of completed push-up burpees,
3/Sep/2021,For Time,"Start the timer:-""Buy in"" of 10 ring dips. Then:30-20-10 reps of:-Bodyweight Squat-Overhead Press (15lb dumbbells per hand)-Hanging Toes to Bar",
3/Sep/2021,EMOM,"5 minute Every Minute, On the Minute:-5 ring rows (RPE 7)-5 ring push-ups (RPE 7)",
3/Sep/2021,EMOM,"5 minute Every minute, on the minute:-5 second 1-arm deadhang from 30mm crimp (RPE 8). Switch sides and repeat immediately.",
2/Sep/2021,Project,Focus on a single project (1-2 grades above your redpoint max) for 30-45 minutes. Don't move on early unless you send it! Really spend the time to figure out the moves.,
2/Sep/2021,Board Climb,"Get on a board (Tension, Moon, Kilter, spray, etc). Work on 3-4 projects. 15-20 minutes each",
2/Sep/2021,Technique,"Between attempts on your projects, time your rests. How long do you spend resting between attempts? What affects this rest length? Why do you think that is? What is the average length of rest between attempts, and do you think that is effective?",
1/Sep/2021,Weighted Squat Jumps,With light dumbbells in each hand:Jump as high as you can10 repssuperset with strict press5 sets,Set 1. 15lbs/handSets 2-5. 20lbs/hand
1/Sep/2021,Strict Press,WIth same dumbbells you used for squat jumps:10 repssuperset with squat jumps5 sets,Set 1. 15lbs/handSets 2-5. 20lbs/hand
1/Sep/2021,Band Pull Aparts,10 repssuperset with standing abduction5 sets,PT suggested I start to incorporate this into my workout more often!
1/Sep/2021,Banded Standing Abduction,8 reps per sidesuperset with band pull aparts5 sets,The hip burn is real!
1/Sep/2021,Burpee Box Jump,10 repssuperset with touch and go box jumps5 sets,
1/Sep/2021,Touch and Go Box Jump,10 repssuperset with burpee box jump5 sets,
1/Sep/2021,Stretch and Foam Roll,,
31/Aug/2021,Repeaters (weight added),20mm edgesRPE 85 seconds on10 seconds off10 reps,"+53Felt extremely hard, probably because I did this after the movement work instead of before 😅."
31/Aug/2021,Dumbbell Wrist Curl,RPE 830 seconds without stoppingSwitch hands and repeat,
31/Aug/2021,Rice Bucket Finger Extension,Rice Bucket or similar tool30 seconds without stoppingSwitch hands and repeatReturn to Repeaters. 3 rounds total of each exercise.,
31/Aug/2021,Movement Work,StaticWork on boulders and moves that require static movement (lock offs and controlled accruacy). Where does your movement initiate from (on successful attempts?) Why do you think that is? Does it depend on the type of static movement?,
30/Aug/2021,1X4,"Choose a challenging boulder. Should be one that you have sent, but took multiple attempts.-Try to repeat the boulder. Once you send or fall, start the rest timer.-Rest 2 minutes-4 attempts",V9 x 4 (fell first try)
30/Aug/2021,Stamina,"Select your flash ""grade range"" (flash limit + 1 grade above and 1 grade below)-Try to repeat every boulder in the gym in that grade range. 1 try per boulder (if you fall, move on to the next)-1 minute rest between each boulder",Range V7 - V9:1. 92. 73. 84. 8 (fell at bottom - comp boulder)5. 7 (fell at bottom)6. 8 (fell at middle)7. 88. 8 (fell at middle)9. 8 (fell at middle) 10. 9 dryfire in middle 11. 8 (Fell at middle)12. 7 13. 714. 8 (fell at top)
30/Aug/2021,Max Wide Pinch OTG,Wide PinchRPE 85 reps/handRest 1 minuteX5,35
30/Aug/2021,20mm crimp OTG,20mm Crimp on the Tension Block (or similar grip implement)RPE 85 reps/handRest 1 minuteX5,115
29/Aug/2021,Free Exercise or Rest,,"I took Thursday off this week, so shifted the remaining 3 exercises over 1 day. Today I did FRAN. This was generally a high-gravity week and I made it through via discipline, not psyche. Tomorrow I'll be psyched again, I can feel it!"
28/Aug/2021,FRAN,"As quickly as possible, complete:21 thrusters (just the barbell or two 20lb dumbbells)21 pull-ups15 thrusters15 pull-ups9 thrusters9 pull-upsDon't puke","Took 7 minutes with barbell and non-kipping pull-ups,Not that I'd be anywhere close to 1:54 with them 😅. Cardio still limiting factor."
28/Aug/2021,For Time:,25 Toes to Bar25 V-Ups25 hanging leg lifts,6.5 minutes. Tried to maintain good form the whole time
28/Aug/2021,AMRAP,As many reps as possible in 3 minutes:10 wide push-ups10 narrow push-ups,"Failed completely at 5s left. 47 wide, 45 narrow.Made it through 4 sets of 10 reps each before moving to 5 reps per set"
28/Aug/2021,Rack Cleans,Top half of a power clean. Let's start out with just an empty bar (or 20 lb dumbbells lifted from a bench). Let's get the movement down with some repetition. Should end up being a good burn-out for the legs and core.-10 reps-rest 2 minutes3 sets,"Done. Still somewhat awkward form-wise, but was getting smoother by the end."
28/Aug/2021,EMOM,"5 minute Every minute, on the minute:20mm, 20 second bodyweight hang",This part was pretty easy. Barely pumped on last set.
27/Aug/2021,On the Wall Campus Projects,Make up 3 climbs that have:-8 hand moves or less-you can do each move-you can't send the whole boulder in 1 session,
27/Aug/2021,Campus Boulder,"Choose an easy set boulder in an overhang. Campus the problem. After each move, do 1 pull-up.-Rest to full recovery (3-4 minutes)-3 sets","V2, V4, V5 Failed on last move of 5"
27/Aug/2021,Campus Movement,"Static or dynamic?Choose an easy campus climb-Campus it slowly, utilizing lock-off and accuracy.-Rest-Campus it quickly, utilizing momentum and coordination-Which way was easier? Are there certain moves that are easier static than dynamic? Vice versa? Why do you think that is?-Repeat this exercise on 3 different boulders.","1st climb had big moves and big holds in the roof. All of the holds were slightly sloping, meaning that locking-off one-handed for big moves was difficult due to the hand slowly slipping. Using momentum on this climb allowed me to use my bodyweight to improve friction on the holds and to swing quickly through them before slipping could occur. This was a fully horizontal line, similar to shitty monkey bars.2nd climb was a V3 jug haul out of a roof. Once again it felt easier moving through dynamically. I think this is because I can capitalize on my momentum and that way flow through  multiple moves in quick succession. That way, I don't get as fatigued as when I'm slowly locking off through the line. "
26/Aug/2021,Pistol Squat,5 reps/sideSuperset with band pull-apartsAdd a bosu ball for extra challenge!5 sets,Left leg: BWRight leg: still need to offload some due to instability in outside of right knee.
26/Aug/2021,Band Pull Aparts,10 reps (nice and easy)Superset with pistol squat5 sets,Orange band
26/Aug/2021,Lateral Lunge to Balance,10 reps per side (add some weight if needed)Superset with single leg deadlift5 sets,No weight this time
26/Aug/2021,Single Leg Deadlift,10 reps per side (add some weight if needed)Superset with Lateral Lunge5 sets,"No weight, just getting balance down.I still definitely feel it in my lower back and hamstrings!"
26/Aug/2021,Side Plank Abduction,10 reps per sideSuperset with hollow body rock5 sets,The downward facing abductor was WRECKED for this exercise. 
26/Aug/2021,Hollow Body Rock,30 seconds (hold some weight if needed)Superset with side plank abduction5 sets,
26/Aug/2021,Stretch + foam roll,,
25/Aug/2021,Repeaters (weight added),20mm edgesRPE 85 seconds on10 seconds off10 reps,+44lbs
25/Aug/2021,Dumbbell Wrist Curl,RPE 830 seconds without stoppingSwitch hands and repeat,+10lbs
25/Aug/2021,Rice Bucket Finger Extension,Rice Bucket or similar tool30 seconds without stoppingSwitch hands and repeatReturn to Repeaters. 3 rounds total of each exercise.,Straight arm wrist extensions. These got so hard by the end I couldn't fully extend my pinky or ring fingers.
25/Aug/2021,Movement Work,DynamicWork on boulders and moves that require dynamic movement. Where does your movement initiate from (on successful attempts?) Why do you think that is? Does it depend on the type of dynamic movement?,"With Kilter@35°:1. Spanz V8 (Flash)2. Fall Back V8 (Flash)3. Re: Pickle V8 (Flash)4. Go Big or Go Home V2 V8 (2nd try, bad beta on first)5. Missed Steak V8 (Flash)Is Kilter soft or do I need to get outside ASAP?? 😂As for the movement part of this: I chose the above problems specifically because they were highly dynamic. What I noticed from climbing them is that, in nearly every instance, the movement began in my legs. I utilized my arms primarily to keep my body in close to the wall and in that way maximize the amount of useful work I could get out of my legs. I also noticed that modifying the position of my center of mass relative to my hands before a dynamic move had drastic effects. On some moves where I needed max altitude, having my center of mass in line with the axis of movement allowed me to launch farther. On others that weren't as far, having my center of mass off center allowed me to pivot around the static hand and therefore gain more lateral motion. "
24/Aug/2021,Up-Down-Ups,-Select a flash level boulder-Climb up the boulder-Climb back down to the start holds using any holds. Do not stop to rest!-Repeat the same boulder.-Rest 2 minutes-Repeat with a new boulder-4 sets total,Kilter@30°:1. Climbing Brothers V7 (Flash)2. Total Crakkage V6 (Flash)3. Mine is Yours V7 (Flash)4. Hell on Wheels V7 (Flash)Fell on Hell on Wheels the 2nd time. Pumped out of my mind.
24/Aug/2021,Weighted Strict Pronated Pull-Up,-Jug rung-Weight added to RPE 8-3 reps-rest 1 minute-5 sets,1. 80 (RPE 6-7)2. 903. 904. 90 5. 90 (RPE 9)
24/Aug/2021,90 Second Non-Stop,"-Start timer-make up a climb as you go. This requires good hold and move selection on your part. You want to get through the whole 90 seconds, but barely.-Rest 2 minutes-4 total sets",1. Spray wall at 17° (easy)2. Spray wall at 20° (easy)3. Spray wall at 20° (pump is on)4. Spray wall at 20° (the pump continues!)
24/Aug/2021,1APU Work,-Weight off-RPE 8-1 one arm pull-ups in a row per hand-Rest 1 minute-3 sets total,"1. Body weight (RPE 6-7)2. +10 (RPE 8 on left, 10 on right)3. +5 (RPE 7 on left, 9 on right)"
24/Aug/2021,2X2,"-Select a flash level climb-Climb it 2X in a row, spending as little time on the ground as possible (just a quick chalk-up is all you get)-Rest 2 minutes-Repeat for 2 sets total.","Kilterboard@30°:1. Droite directe! V7 (Flash, fell at top on 2nd try)2. Wild Nights V7 (Fell 2/3rds and 1/2)Puuuuuump"
24/Aug/2021,Max Pull-Ups (30 seconds),How many pull-ups can you do in 30 seconds?,21
22/Aug/2021,Free Exercise or Rest,,Hiked back from Seaman Reservoir. Definitely easier on the way back.
21/Aug/2021,Free Exercise or Rest,,"Went to Guanella! Did Compression Matters 2nd try and Toxic Shock 3rd try. Worked Crimping Matters for ~an hour. I managed the bottom section (up to gnarly heel hook) quickly but could not manage the heel. Not sure how to tackle it...Afterwards, camped at Seaman Reservoir which involved a ~2.5 mile hike with a 35lb pack. Nothing too gnarly but my legs are tired today (Sunday)"
20/Aug/2021,Bench Press,5 sets5 reps2 minutes rest between setsRPE 8,155
20/Aug/2021,Back Squat,"Focus on form. It doesn't need to be perfect, but stick with a light weight. Please send me a video if you can and I'll try to give you some pointers.5 sets5 reps2 minutes rest between setsRPE 4",115
20/Aug/2021,Alternating Dumbbell Snatch,Max in 1 minuterecord resultrest 2 minutesX3 (record result each time to see how steep the dropoff is),"Set 1: 22Set 2: 22Set 3: 22I got faster with my snatches across the 3 sets due to improving my coordination, but this was offset by getting more tired 😬"
20/Aug/2021,Repeater Warm-Up,30mm edges-Hang 10-Rest 10-10 reps-rest 2 minutes-3 sets,
19/Aug/2021,Boulder Make-Ups,"Make up 3 boulders that have:1. mostly jugs and slopers2. 4-6 moves3. you can flash every move, but...4. you can't send it first go",Climb 1: did 2nd try 😅Climb 2: did 3rd tryClimb 3: did 4th try (Felt so cool!)
19/Aug/2021,Project your Make-Ups from last time,,Spray wall had some holds changed so my 1st made-up boulder is different now! I couldn't send it due to the first right hand being made harder. Now a better project 😬Sent 2nd 1st try.Had to modify 3rd boulder too due to slightly different set on spray wall. Moved right pinch for last move over to it's brother on the right. Moved last move foot to blue to the right of the green slice. Sent 4th try
19/Aug/2021,Movement,Heel or Toe hook?-Pick a climb that is well within your flash limit in an overhang. You're about to look a little silly...-Climb it using a heel hook for every move-Climb it again using a toe-hook for every move-Climb it normally-When is it easier to heel-hook? When is it easier to toe-hook? Why do you think that is?-Repeat for 3 climbs,
18/Aug/2021,Hanging Leg Lift,-hanging from a bar.-10 reps-move on to V-ups immediately,Abs feel weak!!
18/Aug/2021,V-Ups,-see video-15 reps-rest 1 minute-move back to hanging leg lift-3 complete sets,
18/Aug/2021,dumbbell deadlifts,-With medium size dumbbells-15 reps-move to overhead squat,40lb per hand
18/Aug/2021,Overhead Squat,-with light dumbbells-10 reps-rest 1 minute-move back to dumbbell deadlifts-3 complete sets,"10lb per hand. Still have poor mobility, but can manage motion as long as I'm not too tired "
18/Aug/2021,hanging knees-to-chest,"-hanging from a bar, bring your knees all the way up to your chest, then lower your legs slowly back down-10 repsmove to bicycles",
18/Aug/2021,bicycles,-see video-10 reps per side (20 total)-rest 1 minutemove back to hanging knees to chest-3 complete sets,
17/Aug/2021,10 on/10 off,big (30ish mm) edges10 seconds on10 seconds offX10 in a row,
17/Aug/2021,Wrist Extension,superset immediately after 10 on/10 offcomfortable weight (RPE 4-5)10 reps/hand,
17/Aug/2021,rice bucket finger extensions,superset immediately after wrist extensioncomfortable intensity (RPE 4-5)20 extensions per hand,
17/Aug/2021,Repeat 3X,Rest 2-3 minutes before beginning 10 on/10 off and working your way back down again. 3 sets total.,
17/Aug/2021,20mm one-arm-hangs,"5 seconds per hand.Rest 1 minute between sets.5 sets.Bodyweight, but take weight off if needed. Let me know how much weight you take off.",-25 both hands all sets. I think I can reduce to -20 next time
17/Aug/2021,Movement: Toes,"During your climbing session, pay specific attention to your ""toe dig"", the pressure you're putting on your toes in an overhang. How much pressure is enough? Too much? How does twisting your ankle affect your knee position? Hip position?",
16/Aug/2021,Boulder EMOMs (10 minutes),"Every Minute On the Minute.-Choose a boulder just below your flash max-start the timer.-Climb this boulder at the start of each consecutive minute. Your rest time is the time between when you finished the boulder and the new minute begins.-If you fall, don't worry about getting right back on. Take that extra rest and do better the next round.",Kilterboard @30°:Sent Transvaginal Aspiration (V6) x 10Maybe it's time to up to V7 now that I'm regularly flashing V8s?
16/Aug/2021,Max Pull-Ups: 1-minute,As many as you can do in 1 minute (same as during test week),25 - bicep pump
16/Aug/2021,Linked Boulder Circuit,"-Pick 2 sub-max boulders (2-3 grades below flash limit) that are close to one another.-Climb the first, downclimb anything to get to the start of the second, then climb the second boulder.-Rest 2 minutes-3 sets",2xV5s
16/Aug/2021,Max Pull-Ups: 30 seconds,,17
16/Aug/2021,Projecting,-Set a 10-12 move boulder (some downclimbing is okay) where you can:-send every move 1st try-you're unable to send the whole problem in 30 minutes,Did in 20 minutes. Decided to call it for the day instead of tweaking since I didn't rest over the weekend and bouldered too much at the beginning of the workout. forearms are beat.
16/Aug/2021,Max Pull-Ups: 10 seconds,finisher,8
15/Aug/2021,Free Exercise or Rest,,"Climbed at The Klettergarden. Did a bunch of easy climbs, 1 V5 and 1 V6. Tried Return of the Jedi (V8) and fell off the 2nd last move on my one send burn."
14/Aug/2021,Free Exercise or Rest,,
13/Aug/2021,Push Circuit 1,For time:-50 wide push-ups-50 alternating pistol squats-50 ring dipsRecord time,"13 minutes. Breathing was main obstacle. I did 25 pistol squats/leg assuming that's what alternating means.Performed in 5 sets of:10 pushups,5 pistol squats per leg10 ring dips"
13/Aug/2021,Push Circuit 2,10 minute AMRAP (as many rounds as possible):-10 30lb alternating dumbbell snatches-10 30lb dumbbell strict press-10 30lb dumbbell bench press,4 rounds with 5 snatches per sideFailed on strict press on last two sets so broke it into 5/5
13/Aug/2021,Push Circuit 3,"5 minute EMOM (every minute, on the minute)-8 push-up burpees",Heart rate at 6 billion
12/Aug/2021,3-5 move campus projecting,Set a 3 to 5 move campus climb. Ideal if:-you can send all the moves in less than 3 tries-you struggle to send or are unable to send the climb in a session30 minutes. (Should translate to 2-3 campus boulders),
12/Aug/2021,On the wall Lock-Offs,"Using good holds, lock off as deep as you can on your right shoulder with just your left foot out and left. Hold for 10 seconds. Switch sides.-3X per side-Rest 1 minute between sets (3 total sets, 6 total lockoffs)",
12/Aug/2021,Board Training,Try 2-3 projects on the spraywall. Make sure you are focusing on these projects and not getting distracted. Take ample breaks. Should last 30-45 minutes.,"Climbed normal boulders for 15 as spray wall and boards were in use. Flashed another V9Worked V9 lines on Kilterboard at 40°. No sends, exhausted and out of skin!"
12/Aug/2021,Movement,"-Choose a climb well within your flash level-Climb it once with your hips square to the wall the whole time (facing toward the wall)-Climb it once with your hips turned in for every move (twisting right hip in, left hip in, and so on)-Climb it once how you normally would-When is it easier to stay square to the wall? When is it easier to twist? Why do yo think that is?-Repeat for 3 more climbs","Twisting pushes the climber's hips away from the wall while bringing your internal shoulder inwards as well. This can be advantageous in a couple situations. One, with the center of mass further from the wall, the climber can create opposition on holds that benefit from pulling away from the wall. This is especially useful for flakey sidepulls. Two, the climber can often gain greater reach by bringing the shoulder inwards and therefore closer to a hold.Keeping the legs square to the wall allows the climber to moderate the center of mass. By pointing toes forward, the climber can push their hips out and move their center of mass outwards. This assists in using terrible smear feet. Alternatively, by pointing the feet in opposite direction the center of mass can be brought close to the wall. This is good using slopers on a vertical wall."
11/Aug/2021,Burpee,-Push up into jump at the top-30 Seconds-move to Side Arm Raises immediately,9 reps each set
11/Aug/2021,Side Arm Raises,"-Medium Dumbell in each hand, raise the dumbell from your hip until hands are parallel with the ground, and slowly lower.-15 reps",Sets 1-2: 10lbSet 3: 5lb
11/Aug/2021,Hold Side Arm Raise,- Hold dumbells at the parallel position-20 Seconds-Rest 30 seconds-Return to burpees-Do entire round 3X,Same as above
11/Aug/2021,Hammer Curl,-30 Seconds-into tricep dip w/toe taps,25lbs x 15 reps per set
11/Aug/2021,Tricep Dip w/Toe Taps,-30 Seconds-into plank shoulder taps,
11/Aug/2021,Plank Shoulder Taps,- 30 Seconds- into pushup hold,
11/Aug/2021,Bottom of Push Up Hold,- Hold at the bottom of your pushup-30 Seconds--Rest 30 seconds-Return to bicep curls-Do entire round 3X,
10/Aug/2021,10 on/10 off,big (30ish mm) edges10 seconds on10 seconds offX10 in a row,
10/Aug/2021,20mm Crimp OTG,"Using Tension Block or similar grip implement:-RPE 8-Single hand ""deadlift"" or OTG-Half Crimp-3 reps to full lock-out-Switch hands-Rest to full recovery-5 sets",106
10/Aug/2021,Pinch block OTG,"Using Tension Block or similar grip implement:-RPE 8-Single hand ""deadlift"" or OTG-Half Crimp-3 reps to full lock-out-Switch hands-Rest to full recovery-5 sets",Frictitious pinch block skinny pinch (~20mm edges) 20.5Barely on right hand
10/Aug/2021,10 on/10 off,big (30ish mm) edges10 seconds on10 seconds offX10 in a row,
10/Aug/2021,Movement: Accuracy,"While you climb, focus on ACCURACY. Where are your eyes when you climb? How does keeping your eye on the target hold the whole way through the movement affect your accuracy to the hold?-Climb 3 easy boulders where you really focus on where to grab the holds. Do not adjust your hands or feet once they are first placed.",Done! I have definitely been doing a bad job of keeping my eyes on whichever hold I'm moving to throughout the whole motion. I can tell that my accuracy is much better when concentrating during  this exercise.Climbed 1 slab V7 (my antistyle) and flashed a roof V9 at the climbing collectiveAlso flashed 3 V8s on Kilterboard @40°!All 3 were dynamic with big moves requiring accuracy.
9/Aug/2021,1-min max pull-ups,"As many strict pull-ups as you can do in 1 minute. Resting is okay, but the timer continues to run.",24
9/Aug/2021,On-the-Wall Walk-Throughs,"-Grab two good holds (works best on an overhanging wall)-With your feet as low as possible, walk your feet in small steps from left to right, then back right.-Keep your hips in, core tight-Try to go for 90 seconds straight without stopping or resting.-3 sets, 2 minute rest between sets",
9/Aug/2021,On-The-Wall Campus,"Campus on good holds for 60-90 seconds straight. You don't need to do huge moves or big lockoffs, just try to keep moving and beat the clock!-3 sets, 2 minute rest between sets",
9/Aug/2021,2X4,-Pick a climb right at your flash limit.-Climb it 2X in a row.-Rest 2 minutes-4 sets,"Kilter @20Set 1: tttt1 (V6)Set 2: yoga ball (V6) fell on last move 2nd try due to pumpSet 3: oatmeal for lunch (V6) couldn't do it either time, too pumpSet 4: Candyshop (V6) couldn't do it either time"
8/Aug/2021,Free Exercise or Rest,,Went to the Renaissance fair 😅
7/Aug/2021,Free Exercise or Rest,,Made up workout from Wednesday
6/Aug/2021,Back Squat,RPE 8-5 reps-move to bench press between sets-5 sets,
6/Aug/2021,Bench Press,RPE 8-5 reps-return to back squat5 sets,
6/Aug/2021,strict overhead press,RPE 8-5 reps-move to deadlift between sets-5 sets,
6/Aug/2021,Deadlift,RPE 8-5 reps-return to strict overhead press-5 sets,
6/Aug/2021,Ring Flies,RPE 6-10 reps-move to hollow body between sets-5 sets,
6/Aug/2021,Ring Hollow Body,RPE 6-30 seconds-return to ring flies-5 sets,
6/Aug/2021,Repeater Warm-Up,30mm edges-Hang 10-Rest 10-10 reps-rest 2 minutes-3 sets,
5/Aug/2021,Boulder Make-Ups,Make up 3 boulders that have:4-6 movesTakes you multiple tries to send,Did this for roughly 1 hour. I was never able to complete the 3rd boulder!
5/Aug/2021,Project your Make-Ups from last time,check back in with 1-2 of the projects you made last time. Spend 15-20 minutes on each.,"I thought I could save boulders as drafts on the Kilter board, but it seems that isn't true, so I lost my made up projects from last time! This time, I saved my new made up boulders though!I limit bouldered around the gym for 1 hour instead."
5/Aug/2021,Movement,Knee in or knee out?-Choose a boulder well within your flash limit.-Climb the entire boulder with your knees in (dropknee every move)-Rest to full recovery-Repeat boulder with your knees out-Which moves are easier with your knees in? Knees out? Why do you think that is?-What is your knee positioning doing to your ankles? Hips?,"Drop-knees create an extremely stable base given the right setup. This is due to the climber being able to create strong oppositional forces between two footholds. This means that, for a knee-in position to be truly effective, the footholds need to be far enough apart that the climber is able to exert primarily horizontal force on both holds simultaneously. Typically drop-knees are more effective for short moves as well, as to take full advantage of the stability of the drop-knee, most motion should be generated above the hips.Knee-out positions allows the climber to high-step, keep their center-of-mass close to the wall, and leverage explosive motion generated from the large muscles of the legs. This means that knee-out positions are generally more versatile. I would typically use knee-out positions for most moves, and knee-in in the niche circumstances described above."
4/Aug/2021,Dumbbell Walking Lunges,6-7 RPE10 reps/sidedo next exercise as active rest5 sets,40 each hand. Ate pizza before. Almost threw up 🤙🤙
4/Aug/2021,Handstand Hold Against Wall,Between walking lunge sets. Try to hold for 1 minute.5 sets.,Made it to 1 minute all sets! Barely on the last 2 though
4/Aug/2021,Pistol,6-7 RPE5 reps/sidedo next exercise as active rest5 sets,Still need slight support on right leg
4/Aug/2021,forearm-to-hand planks,"Start in a forearm plank.push to hands one-at-a-time, then back down to forearms.1-minute.5 sets",
4/Aug/2021,Banded side lunges,6-7 RPE10 reps/sidedo next exercise as active rest5 sets,
4/Aug/2021,Bench Dips,6-7 RPE15 reps5 sets*add weight if needed. Place a dumbbell or plate in your lap.,
4/Aug/2021,Tuck Jumps,6-7 RPE1 minutedo next exercise as active rest5 sets,
4/Aug/2021,Band Pull Aparts,RPE 6-71 minute5 sets,
4/Aug/2021,Stretch and foam roll,,
